id,title_bg,title_en,publisher,url,accessed_at,license_status,license_label
source-wikimedia-commons-monday-market-in-plovdiv-jpg,Wikimedia Commons — Monday Market in Plovdiv.jpg,Wikimedia Commons — Monday Market in Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monday_Market_in_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-monument-of-the-unification-jpg,Wikimedia Commons — Monument-of-the-Unification.jpg,Wikimedia Commons — Monument-of-the-Unification.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monument-of-the-Unification.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-naycho-tsanov-boulevard-in-plovdiv-jpg,Wikimedia Commons — Naycho Tsanov Boulevard in Plovdiv.jpg,Wikimedia Commons — Naycho Tsanov Boulevard in Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Naycho_Tsanov_Boulevard_in_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-nediyalko-nemski-house-plovdiv002-jpg,Wikimedia Commons — Nediyalko Nemski house-Plovdiv002.jpg,Wikimedia Commons — Nediyalko Nemski house-Plovdiv002.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Nediyalko_Nemski_house-Plovdiv002.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-neka-jpg,Wikimedia Commons — Neka.jpg,Wikimedia Commons — Neka.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Neka.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-nevenaatanasovahouse-plovdiv002-jpg,Wikimedia Commons — NevenaAtanasovaHouse-Plovdiv002.jpg,Wikimedia Commons — NevenaAtanasovaHouse-Plovdiv002.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:NevenaAtanasovaHouse-Plovdiv002.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-novotel-plovdiv-1-jpg,Wikimedia Commons — Novotel Plovdiv 1.jpg,Wikimedia Commons — Novotel Plovdiv 1.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Novotel_Plovdiv_1.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-numti-dobrin-petkov-jpg,Wikimedia Commons — NUMTI Dobrin Petkov.jpg,Wikimedia Commons — NUMTI Dobrin Petkov.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:NUMTI_Dobrin_Petkov.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-olovnata-jpg,Wikimedia Commons — Olovnata.jpg,Wikimedia Commons — Olovnata.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Olovnata.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-ovanesstepanyanhouse-plovdiv010-jpg,Wikimedia Commons — OvanesStepanyanHouse-Plovdiv010.jpg,Wikimedia Commons — OvanesStepanyanHouse-Plovdiv010.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:OvanesStepanyanHouse-Plovdiv010.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-pametnik-kan-krum-panoramio-jpg,Wikimedia Commons — Паметник КАН КРУМ - panoramio.jpg,Wikimedia Commons — Паметник КАН КРУМ - panoramio.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:%D0%9F%D0%B0%D0%BC%D0%B5%D1%82%D0%BD%D0%B8%D0%BA_%D0%9A%D0%90%D0%9D_%D0%9A%D0%A0%D0%A3%D0%9C_-_panoramio.jpg,2026-06-19,open_license,CC BY 3.0
source-wikimedia-commons-pb-ortamezar004-jpg,Wikimedia Commons — PB-OrtaMezar004.jpg,Wikimedia Commons — PB-OrtaMezar004.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:PB-OrtaMezar004.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-philippopolis-urban-plan-jpg,Wikimedia Commons — Philippopolis urban plan.jpg,Wikimedia Commons — Philippopolis urban plan.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Philippopolis_urban_plan.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-pld-03-17-svcharampilij01-jpg,Wikimedia Commons — PLD-03-17-SvCharampilij01.jpg,Wikimedia Commons — PLD-03-17-SvCharampilij01.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:PLD-03-17-SvCharampilij01.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-pld-04-2019-taksimtepe01-jpg,Wikimedia Commons — PLD-04-2019-TaksimTepe01.jpg,Wikimedia Commons — PLD-04-2019-TaksimTepe01.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:PLD-04-2019-TaksimTepe01.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-1-jpg,Wikimedia Commons — Plovdiv 1.JPG,Wikimedia Commons — Plovdiv 1.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv_1.JPG,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-2020-08-georgidanchovzografinahouse05-jpg,Wikimedia Commons — Plovdiv-2020-08-GeorgiDanchovZografinaHouse05.jpg,Wikimedia Commons — Plovdiv-2020-08-GeorgiDanchovZografinaHouse05.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv-2020-08-GeorgiDanchovZografinaHouse05.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-2020-08-hadzivlasakicohadzijatahouse01-jpg,Wikimedia Commons — Plovdiv-2020-08-hadziVlasakiCohadzijataHouse01.jpg,Wikimedia Commons — Plovdiv-2020-08-hadziVlasakiCohadzijataHouse01.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv-2020-08-hadziVlasakiCohadzijataHouse01.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-2020-08-kashtanaverenstambolyan04-jpg,Wikimedia Commons — Plovdiv-2020-08-KashtaNaVerenStambolyan04.jpg,Wikimedia Commons — Plovdiv-2020-08-KashtaNaVerenStambolyan04.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv-2020-08-KashtaNaVerenStambolyan04.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-2020-08-orthodoxchurchascencion07-jpg,Wikimedia Commons — Plovdiv-2020-08-OrthodoxChurchAscencion07.jpg,Wikimedia Commons — Plovdiv-2020-08-OrthodoxChurchAscencion07.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv-2020-08-OrthodoxChurchAscencion07.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-2020-08-pavlitihouse08-jpg,Wikimedia Commons — Plovdiv-2020-08-PavlitiHouse08.jpg,Wikimedia Commons — Plovdiv-2020-08-PavlitiHouse08.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv-2020-08-PavlitiHouse08.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-2020-09-kashtanaartingidikov01-jpg,Wikimedia Commons — Plovdiv-2020-09-KashtaNaArtinGidikov01.jpg,Wikimedia Commons — Plovdiv-2020-09-KashtaNaArtinGidikov01.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv-2020-09-KashtaNaArtinGidikov01.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-2021-02-kasandrabajatovahouse08-jpg,Wikimedia Commons — Plovdiv-2021-02-KasandraBajatovaHouse08.jpg,Wikimedia Commons — Plovdiv-2021-02-KasandraBajatovaHouse08.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv-2021-02-KasandraBajatovaHouse08.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-2021-02-kinobalkan01-jpg,Wikimedia Commons — Plovdiv-2021-02-KinoBalkan01.jpg,Wikimedia Commons — Plovdiv-2021-02-KinoBalkan01.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv-2021-02-KinoBalkan01.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-banya-jpg,Wikimedia Commons — Пловдив баня.jpg,Wikimedia Commons — Пловдив баня.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:%D0%9F%D0%BB%D0%BE%D0%B2%D0%B4%D0%B8%D0%B2_%D0%B1%D0%B0%D0%BD%D1%8F.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-bulgaria-street-view-jpg,Wikimedia Commons — Plovdiv Bulgaria street view.JPG,Wikimedia Commons — Plovdiv Bulgaria street view.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv_Bulgaria_street_view.JPG,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-plovdiv-bulgarien-019-jpg,Wikimedia Commons — Plovdiv - Bulgarien 019.JPG,Wikimedia Commons — Plovdiv - Bulgarien 019.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv_-_Bulgarien_019.JPG,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-plovdiv-central-railway-station-platform-side-2007-jpg,"Wikimedia Commons — Plovdiv Central railway station platform side, 2007.JPG","Wikimedia Commons — Plovdiv Central railway station platform side, 2007.JPG",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv_Central_railway_station_platform_side%2C_2007.JPG,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-hills-jpg,Wikimedia Commons — Plovdiv Hills.jpg,Wikimedia Commons — Plovdiv Hills.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv_Hills.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-plovdiv-konstantin-stoilov-house-jpg,Wikimedia Commons — Plovdiv-Konstantin-Stoilov-house.jpg,Wikimedia Commons — Plovdiv-Konstantin-Stoilov-house.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv-Konstantin-Stoilov-house.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-plovdiv-library-2-jpg,Wikimedia Commons — Plovdiv library 2.jpg,Wikimedia Commons — Plovdiv library 2.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv_library_2.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-main-street-imagesfrombulgaria-jpg,Wikimedia Commons — Plovdiv-main-street-imagesfrombulgaria.JPG,Wikimedia Commons — Plovdiv-main-street-imagesfrombulgaria.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv-main-street-imagesfrombulgaria.JPG,2026-06-19,open_license,CC BY 2.5
source-wikimedia-commons-plovdiv-medical-unoversity-jpg,Wikimedia Commons — Plovdiv Medical Unoversity.JPG,Wikimedia Commons — Plovdiv Medical Unoversity.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv_Medical_Unoversity.JPG,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-plovdiv-old-city-jpg,Wikimedia Commons — Plovdiv old city.jpg,Wikimedia Commons — Plovdiv old city.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv_old_city.jpg,2026-06-19,open_license,CC BY 2.0
source-wikimedia-commons-plovdiv-princess-road-imagesfrombulgaria-jpg,Wikimedia Commons — Plovdiv-princess-road-imagesfrombulgaria.JPG,Wikimedia Commons — Plovdiv-princess-road-imagesfrombulgaria.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv-princess-road-imagesfrombulgaria.JPG,2026-06-19,open_license,CC BY 2.5
source-wikimedia-commons-plovdiv-regional-history-museum-jpg,Wikimedia Commons — Plovdiv-Regional-history-museum.jpg,Wikimedia Commons — Plovdiv-Regional-history-museum.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv-Regional-history-museum.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-plovdiv-university-plovdiv-bulgaria-jpg,"Wikimedia Commons — Plovdiv University, Plovdiv, Bulgaria.jpg","Wikimedia Commons — Plovdiv University, Plovdiv, Bulgaria.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv_University%2C_Plovdiv%2C_Bulgaria.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-plovdiv-view-jpg,Wikimedia Commons — Plovdiv view.jpg,Wikimedia Commons — Plovdiv view.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv_view.jpg,2026-06-19,open_license,CC BY-SA 2.0
source-wikimedia-commons-plovdiv119-jpg,Wikimedia Commons — Plovdiv119.jpg,Wikimedia Commons — Plovdiv119.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plovdiv119.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-professional-school-of-interior-architecture-and-woodworking-p,"Wikimedia Commons — Professional School of Interior Architecture and Woodworking, Plovdiv.jpg","Wikimedia Commons — Professional School of Interior Architecture and Woodworking, Plovdiv.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Professional_School_of_Interior_Architecture_and_Woodworking%2C_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-protestantchurchplovdiv-2-jpg,Wikimedia Commons — ProtestantChurchPlovdiv (2).JPG,Wikimedia Commons — ProtestantChurchPlovdiv (2).JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:ProtestantChurchPlovdiv_(2).JPG,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-regional-ethnographic-museum-plovdiv-jpg,"Wikimedia Commons — Regional Ethnographic Museum, Plovdiv.jpg","Wikimedia Commons — Regional Ethnographic Museum, Plovdiv.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Regional_Ethnographic_Museum%2C_Plovdiv.jpg,2026-06-19,open_license,CC BY 2.0
source-wikimedia-commons-renovated-house-in-plovdiv-old-town-jpg,Wikimedia Commons — Renovated house in plovdiv old town.jpg,Wikimedia Commons — Renovated house in plovdiv old town.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Renovated_house_in_plovdiv_old_town.jpg,2026-06-19,open_license,CC BY 2.0
source-wikimedia-commons-ribnica-roundabout-in-plovdiv-jpg,Wikimedia Commons — Ribnica roundabout in Plovdiv.jpg,Wikimedia Commons — Ribnica roundabout in Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ribnica_roundabout_in_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-russian-boulevard-in-plovdiv-jpg,Wikimedia Commons — Russian Boulevard in Plovdiv.jpg,Wikimedia Commons — Russian Boulevard in Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Russian_Boulevard_in_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-slaveykov-house-plovdiv001-jpg,Wikimedia Commons — Slaveykov house-Plovdiv001.jpg,Wikimedia Commons — Slaveykov house-Plovdiv001.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Slaveykov_house-Plovdiv001.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-small-basilica-jpg,Wikimedia Commons — Small basilica.jpg,Wikimedia Commons — Small basilica.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Small_basilica.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-st-archangel-michael-plovdiv-jpg,"Wikimedia Commons — St. Archangel Michael, Plovdiv.jpg","Wikimedia Commons — St. Archangel Michael, Plovdiv.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:St._Archangel_Michael%2C_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-st-kliment-ohridski-school-plovdiv-1-jpg,"Wikimedia Commons — St. Kliment Ohridski School, Plovdiv 1.jpg","Wikimedia Commons — St. Kliment Ohridski School, Plovdiv 1.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:St._Kliment_Ohridski_School%2C_Plovdiv_1.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-st-st-kiril-and-methodii-seminary-in-plovdiv-jpg,Wikimedia Commons — St. St. Kiril and Methodii Seminary in Plovdiv.JPG,Wikimedia Commons — St. St. Kiril and Methodii Seminary in Plovdiv.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:St._St._Kiril_and_Methodii_Seminary_in_Plovdiv.JPG,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-stadio-romano-jpg,Wikimedia Commons — Stadio romano.jpg,Wikimedia Commons — Stadio romano.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Stadio_romano.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-stroitel-hall-in-plovdiv-jpg,Wikimedia Commons — Stroitel Hall in Plovdiv.jpg,Wikimedia Commons — Stroitel Hall in Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Stroitel_Hall_in_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-sv-dimitar-pld-jpg,Wikimedia Commons — Sv dimitar pld.jpg,Wikimedia Commons — Sv dimitar pld.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sv_dimitar_pld.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-sv-nedelja-plovdiv-jpg,Wikimedia Commons — Sv.nedelja plovdiv.JPG,Wikimedia Commons — Sv.nedelja plovdiv.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sv.nedelja_plovdiv.JPG,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-sv-sv-konstantin-i-elena-plovdiv-jpg,Wikimedia Commons — Св.Св.Константин и Елена Пловдив.JPG,Wikimedia Commons — Св.Св.Константин и Елена Пловдив.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:%D0%A1%D0%B2.%D0%A1%D0%B2.%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%B8_%D0%95%D0%BB%D0%B5%D0%BD%D0%B0_%D0%9F%D0%BB%D0%BE%D0%B2%D0%B4%D0%B8%D0%B2.JPG,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-sveta-marina-plovdiv-jpg,"Wikimedia Commons — Sveta Marina, Plovdiv.jpg","Wikimedia Commons — Sveta Marina, Plovdiv.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sveta_Marina%2C_Plovdiv.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-synagogue-in-plovdiv-d-jpg,Wikimedia Commons — Synagogue in Plovdiv D.jpg,Wikimedia Commons — Synagogue in Plovdiv D.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Synagogue_in_Plovdiv_D.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-synagogue-png,Wikimedia Commons — Synagogue.png,Wikimedia Commons — Synagogue.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Synagogue.png,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-the-german-school-plovdiv-1928-jpg,"Wikimedia Commons — The German school, Plovdiv, 1928.jpg","Wikimedia Commons — The German school, Plovdiv, 1928.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_German_school%2C_Plovdiv%2C_1928.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-tower-from-old-town-plovdiv-jpg,Wikimedia Commons — Tower from old town plovdiv.JPG,Wikimedia Commons — Tower from old town plovdiv.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Tower_from_old_town_plovdiv.JPG,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-tsanko-lavrenov-museum-exposition-jpg,Wikimedia Commons — Tsanko-Lavrenov-Museum-Exposition.jpg,Wikimedia Commons — Tsanko-Lavrenov-Museum-Exposition.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Tsanko-Lavrenov-Museum-Exposition.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-tsanko-lavrenov-national-high-school-of-art-plovdiv-jpg,"Wikimedia Commons — Tsanko Lavrenov National High School of Art, Plovdiv.jpg","Wikimedia Commons — Tsanko Lavrenov National High School of Art, Plovdiv.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Tsanko_Lavrenov_National_High_School_of_Art%2C_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-tsarkva1-jpg,Wikimedia Commons — Църква1.jpg,Wikimedia Commons — Църква1.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:%D0%A6%D1%8A%D1%80%D0%BA%D0%B2%D0%B01.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-tsarkva2-jpg,Wikimedia Commons — Църква2.jpg,Wikimedia Commons — Църква2.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:%D0%A6%D1%8A%D1%80%D0%BA%D0%B2%D0%B02.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-tunnel-plovdiv-jpg,"Wikimedia Commons — Tunnel, Plovdiv.jpg","Wikimedia Commons — Tunnel, Plovdiv.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Tunnel%2C_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-twenty-second-of-september-square-in-plovdiv-jpg,Wikimedia Commons — Twenty second of September Square in Plovdiv.jpg,Wikimedia Commons — Twenty second of September Square in Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Twenty_second_of_September_Square_in_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-tzar-simeon-garden-plovdiv-2012-04-jpg,"Wikimedia Commons — Tzar Simeon Garden, Plovdiv 2012 04.JPG","Wikimedia Commons — Tzar Simeon Garden, Plovdiv 2012 04.JPG",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Tzar_Simeon_Garden%2C_Plovdiv_2012_04.JPG,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-vasil-aprilov-boulevard-in-plovdiv-1-jpg,Wikimedia Commons — Vasil Aprilov Boulevard in Plovdiv 1.jpg,Wikimedia Commons — Vasil Aprilov Boulevard in Plovdiv 1.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vasil_Aprilov_Boulevard_in_Plovdiv_1.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-view-from-nebet-hill-plovdiv-bulgaria-jpg,"Wikimedia Commons — View from Nebet hill, Plovdiv, Bulgaria.jpg","Wikimedia Commons — View from Nebet hill, Plovdiv, Bulgaria.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:View_from_Nebet_hill%2C_Plovdiv%2C_Bulgaria.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-view-to-district-east-in-plovdiv-1-jpg,Wikimedia Commons — View to District East in Plovdiv 1.jpg,Wikimedia Commons — View to District East in Plovdiv 1.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:View_to_District_East_in_Plovdiv_1.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-view-to-district-west-in-plovdiv-1-jpg,Wikimedia Commons — View to District West in Plovdiv 1.jpg,Wikimedia Commons — View to District West in Plovdiv 1.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:View_to_District_West_in_Plovdiv_1.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-zlatyu-boyadzhiev-exposition-plovdiv-jpg,Wikimedia Commons — Zlatyu-Boyadzhiev-Exposition-Plovdiv.jpg,Wikimedia Commons — Zlatyu-Boyadzhiev-Exposition-Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Zlatyu-Boyadzhiev-Exposition-Plovdiv.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikipedia-agricultural-university-plovdiv,Wikipedia — Agricultural University Plovdiv,Wikipedia — Agricultural University Plovdiv,Wikipedia,https://en.wikipedia.org/wiki/Agricultural_University_of_Plovdiv,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-ahmed-hilmi-of-filibe,Wikipedia — Ahmed Hilmi of Filibe,Wikipedia — Ahmed Hilmi of Filibe,Wikipedia,https://en.wikipedia.org/wiki/Ahmed_Hilmi_of_Filibe,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-albena-branzova,Wikipedia — Albena Branzova,Wikipedia — Albena Branzova,Wikipedia,https://en.wikipedia.org/wiki/Albena_Branzova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-aleksandar-khristov,Wikipedia — Aleksandar Khristov,Wikipedia — Aleksandar Khristov,Wikipedia,https://en.wikipedia.org/wiki/Aleksandar_Khristov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-aleksandra-monedzhikova,Wikipedia — Aleksandra Monedzhikova,Wikipedia — Aleksandra Monedzhikova,Wikipedia,https://en.wikipedia.org/wiki/Aleksandra_Monedzhikova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-aleksandra-nacheva,Wikipedia — Aleksandra Nacheva,Wikipedia — Aleksandra Nacheva,Wikipedia,https://en.wikipedia.org/wiki/Aleksandra_Nacheva,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-aleksandrina-naydenova,Wikipedia — Aleksandrina Naydenova,Wikipedia — Aleksandrina Naydenova,Wikipedia,https://en.wikipedia.org/wiki/Aleksandrina_Naydenova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-alexandar-komanov,Wikipedia — Alexandar Komanov,Wikipedia — Alexandar Komanov,Wikipedia,https://en.wikipedia.org/wiki/Alexandar_Komanov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-alexander-pulev,Wikipedia — Alexander Pulev,Wikipedia — Alexander Pulev,Wikipedia,https://en.wikipedia.org/wiki/Aleksandar_Pulev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-alexander-sekulov,Wikipedia — Alexander Sekulov,Wikipedia — Alexander Sekulov,Wikipedia,https://en.wikipedia.org/wiki/Alexander_Sekulov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-ali-r-za-artunkal,Wikipedia — Ali Rıza Artunkal,Wikipedia — Ali Rıza Artunkal,Wikipedia,https://en.wikipedia.org/wiki/Ali_R%C4%B1za_Artunkal,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-alyosha-monument,Wikipedia — Alyosha Monument,Wikipedia — Alyosha Monument,Wikipedia,"https://en.wikipedia.org/wiki/Alyosha_Monument,_Plovdiv",2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-aneta-germanova,Wikipedia — Aneta Germanova,Wikipedia — Aneta Germanova,Wikipedia,https://en.wikipedia.org/wiki/Aneta_Germanova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
